   2.1094916e-01   3.1400060e-01   5.5008035e-01   6.6130728e-01   2.7252353e-02   8.2933629e-02   2.3064514e-01   3.7907793e-01   5.1979054e-01   4.4816454e-01
   9.9500296e-02   7.1508932e-01   6.1381698e-01   1.3856518e-01   3.1563694e-01   2.5161293e-01   7.8877845e-01   2.5633601e-01   9.5499552e-02   1.0250816e-01
   3.3255603e-01   4.7777283e-01   5.1361059e-01   2.6912547e-01   3.0770570e-01   7.6245620e-01   5.6869377e-01   5.3580396e-01   2.8244793e-01   7.7902840e-02
   1.5101005e-01   3.3219010e-01   3.5519646e-02   8.4025997e-01   7.6163058e-01   7.0785691e-01   7.5305570e-01   6.1179778e-01   6.0598799e-01   1.0291776e-01
   7.8174290e-01   9.4785526e-02   8.0674659e-01   6.4611596e-01   5.3728770e-01   1.1124251e-01   1.1779425e-01   3.4758995e-01   5.8407380e-01   2.6983682e-01
   5.7310245e-01   6.4050484e-01   2.8706015e-01   3.5908959e-01   4.3589531e-01   5.5678990e-01   1.8889382e-01   2.5870304e-01   7.7690603e-02   7.8522656e-01
   5.9589289e-01   3.2608714e-01   2.4820305e-01   1.5999997e-01   3.6690995e-01   6.3602412e-01   1.1392896e-01   6.1132354e-02   5.0723562e-02   5.9164748e-01
   7.5549290e-01   7.5017379e-01   3.9547314e-01   2.9845844e-01   1.9844624e-01   3.5362113e-01   3.5306431e-01   2.0307415e-01   5.7067942e-01   7.4852735e-01
   3.7119738e-01   2.2015894e-01   2.4688353e-01   7.8086037e-01   5.1234581e-01   3.5322054e-01   2.6493211e-01   9.4987674e-01   7.8414155e-01   8.9242400e-01
   6.2776306e-01   5.5133864e-01   3.5526373e-01   8.4900009e-01   6.4804694e-01   3.8195759e-01   4.3571977e-01   2.7806062e-01   1.9828906e-01   5.1350193e-01
